,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
330,Hao Ding,Artificial intelligence in dentistry—A review,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,the University of Hong Kong,22.2826975,114.138455,,Hong Kong Island,Hong Kong,China
331,Hao Fan,Statistical potential for modeling and ranking of protein–ligand interactions,Evaluation of ligand-binding affinity using polynomial empirical scoring functions,Bioinformatics Institute,1.303527,103.792495,,Singapore,,Singapore
332,Hary Devianto," Influence of axenic culture of Bacillus clausii and mixed culture on biofilm formation, carbon steel corrosion, and methyl ester degradation in B30 storage tank …","Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",Institut Teknologi Bandung,-6.8904488,107.6103136,,Bandung City,West Java,Indonesia
333,Haytham Siala, SHIFTing artificial intelligence to be responsible in healthcare: A systematic review,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Associate Professor in Marketing, Queen Mary University of London",,,,,,
334,Haytham Siala, SHIFTing artificial intelligence to be responsible in healthcare: A systematic review,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Queen Mary University of London,51.5247403,-0.0393136,,London,England,United Kingdom
335,Heidi Aronson,Living at the extremes: extremophiles and the limits of life in a planetary context,Soil pH determines microbial diversity and composition in the park grass experiment,Postdoctoral Researcher,,,,,,
336,Heidi Aronson,Living at the extremes: extremophiles and the limits of life in a planetary context,Soil pH determines microbial diversity and composition in the park grass experiment,"Postdoctoral Researcher, UC Berkeley",,,,,,
337,Heidi Aronson,Living at the extremes: extremophiles and the limits of life in a planetary context,Soil pH determines microbial diversity and composition in the park grass experiment,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
338,Heladia Salgado,A unified resource for transcriptional regulation in Escherichia coli K-12 incorporating high-throughput-generated binding data into RegulonDB version 10.0,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,UNAM,19.3215969,-99.1849259,,Mexico City,Mexico City,Mexico
339,Heladia Salgado,RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,UNAM,19.3215969,-99.1849259,,Mexico City,Mexico City,Mexico
340,Himansu kumar, Recent trends in in-silico drug discovery,"De Azevedo Jr., WF (2008)",Centre,47.5490251,1.7324062,Loir-et-Cher,,Centre-Val de Loire,France
341,Himansu kumar, Recent trends in in-silico drug discovery,"De Azevedo Jr., WF (2008)",Houston,29.7589382,-95.3676974,Harris County,Houston,Texas,United States
342,Himansu kumar, Recent trends in in-silico drug discovery,"De Azevedo Jr., WF (2008)","Texas, USA",31.2638905,-98.5456116,Mills County,,Texas,United States
343,Himansu kumar, Recent trends in in-silico drug discovery,"De Azevedo Jr., WF (2008)",University of Texas Health Science,29.7029914,-95.4031517,Harris County,Houston,Texas,United States
344,Hsin-Yung Yen,High-throughput native mass spectrometry screening in drug discovery,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,Academia Sinica,25.0420743,121.614046,,Taipei,,Taiwan
345,Hsin-Yung Yen,High-throughput native mass spectrometry screening in drug discovery,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,Institute of Biological Chemistry,25.0430322,121.6130687,,Taipei,,Taiwan
346,Hugo Aerts, Artificial intelligence for clinical oncology,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Professor, Harvard | Director, AI in Medicine Program, Mass General Brigham | Professor, MaastrichtU",,,,,,
347,Hério Sousa, Microbial co-occurrence network and its key microorganisms in soil with permanent application of composted tannery sludge,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Universidade Federal de São Paulo,-23.5992708,-46.6430924,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
348,Ian Paulsen,Application of transposon insertion sequencing to agricultural science,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",Macquarie University,-33.774197,151.1127327,,Sydney,New South Wales,Australia
349,Ian Paulsen,Application of transposon insertion sequencing to agricultural science,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens","Professor, Macquarie University",,,,,,
350,Ibrahim Damilare Boyenle, Molecular modeling in drug discovery,Molecular docking algorithms,University of Maryland,48.0989816,11.5823489,,Munich,Bavaria,Germany
351,Ilies Ghanzouri,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,Research Assistant,5.5624443,-57.779022,Berbice River Settlements,,Upper Demerara-Berbice,Guyana
352,Ilies Ghanzouri,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,Stanford University,37.4313138,-122.1693654,Santa Clara County,,California,United States
353,Isabella Alvim Guedes,Receptor–ligand molecular docking,Computational methods for calculation of ligand-binding affinity,Laboratório Nacional de Computação Científica,-22.5298089,-43.217433,Região Metropolitana do Rio de Janeiro,Petrópolis,Rio de Janeiro,Brazil
354,Ishan Bhatt,Polygenic risk score-based association analysis of speech-in-noise and hearing threshold measures in healthy young adults with self-reported normal hearing,Genotype imputation and variability in polygenic risk score estimation,Associate Professor of Audiology,,,,,,
355,Ivan Lopez,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,Stanford University,37.4313138,-122.1693654,Santa Clara County,,California,United States
356,Ivani Pauli,Drug-binding databases,"De Azevedo Jr., WF (2008)","PhD student, University of São Paulo, USP",,,,,,
357,Ivani Pauli,Drug-binding databases,"De Azevedo Jr., WF (2008)",USP,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
358,Ivani Pauli,Drug-binding databases,"De Azevedo Jr., WF (2008)",University of São Paulo,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
359,Ivani Pauli,Genomic databases and the search of protein targets for protozoan parasites,"De Azevedo Jr., WF (2008)","PhD student, University of São Paulo, USP",,,,,,
360,Ivani Pauli,Genomic databases and the search of protein targets for protozoan parasites,"De Azevedo Jr., WF (2008)",USP,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
361,Ivani Pauli,Genomic databases and the search of protein targets for protozoan parasites,"De Azevedo Jr., WF (2008)",University of São Paulo,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
362,Ivani Pauli,Molecular recognition models: a challenge to overcome,"De Azevedo Jr., WF (2008)","PhD student, University of São Paulo, USP",,,,,,
363,Ivani Pauli,Molecular recognition models: a challenge to overcome,"De Azevedo Jr., WF (2008)",USP,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
364,Ivani Pauli,Molecular recognition models: a challenge to overcome,"De Azevedo Jr., WF (2008)",University of São Paulo,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
365,Ivani Pauli,Protein-drug interaction studies for development of drugs against Plasmodium falciparum,"De Azevedo Jr., WF (2008)","PhD student, University of São Paulo, USP",,,,,,
366,Ivani Pauli,Protein-drug interaction studies for development of drugs against Plasmodium falciparum,"De Azevedo Jr., WF (2008)",USP,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
367,Ivani Pauli,Protein-drug interaction studies for development of drugs against Plasmodium falciparum,"De Azevedo Jr., WF (2008)",University of São Paulo,-23.560964,-46.7277081,Região Metropolitana de São Paulo,São Paulo,São Paulo,Brazil
368,"Jakob Nikolas Kather, MD, MSc",Artificial intelligence in histopathology: enhancing cancer research and clinical oncology,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Dresden, Germany",51.0493286,13.7381437,,Dresden,Saxony,Germany
369,James Zou,How medical AI devices are evaluated: limitations and recommendations from an analysis of FDA approvals,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Stanford University,37.4313138,-122.1693654,Santa Clara County,,California,United States
370,"Jason L. Vassy, MD, MPH, SM", The GenoVA study: Equitable implementation of a pragmatic randomized trial of polygenic-risk scoring in primary care,Genotype imputation and variability in polygenic risk score estimation,Harvard Medical School,,,,,,
371,Jeongjoon Choi,"How the PhoP/PhoQ System Controls Virulence and Mg2+ Homeostasis: Lessons in Signal Transduction, Pathogenesis, Physiology, and Evolution",Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Yale University,41.2571305,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
372,Jessica A Smith,Nitrogen cycling during wastewater treatment,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"Associate Professor of Biomolecular Sciences, Central Connecticut State University",,,,,,
373,Jessica A Smith,Nitrogen cycling during wastewater treatment,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Central Connecticut State University,41.6929277,-72.765429,Capitol Planning Region,New Britain,Connecticut,United States
374,Jessica Xin Hjaltelin, A deep learning algorithm to predict risk of pancreatic cancer from disease trajectories,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,University of Copenhagen,55.6801502,12.572327,,Copenhagen,Capital Region of Denmark,Denmark
375,Jesutofunmi Omiye,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,Dermatology,51.4529927,-0.017421,,London,England,United Kingdom
376,Jesutofunmi Omiye,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,Postdoctoral Researcher,,,,,,
377,Jesutofunmi Omiye,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,"Postdoctoral Researcher, Depts. of Biomedical Data Science and Dermatology, Stanford University",,,,,,
378,Jesutofunmi Omiye,Clinical use of polygenic risk scores for detection of peripheral artery disease and cardiovascular events,Genotype imputation and variability in polygenic risk score estimation,Stanford University,37.4313138,-122.1693654,Santa Clara County,,California,United States
